masses,Portal_Coupling,sigma_SI_n,sigma_halo_cm3,BR
10.0,0.7247435192114419,9.969926522605544e-14,5.470478404477802e-22,0.00147931542456741
10.42316258351893,0.7078305716430833,8.814888571093459e-14,4.996466874485816e-22,0.0015524977908738643
10.846325167037861,0.6918746684575893,7.828047751405729e-14,4.57877496676786e-22,0.0016267320940700355
11.269487750556793,0.677759865614161,7.000211179753484e-14,4.2230008728234515e-22,0.0016971641493188122
11.692650334075724,0.6650299361821164,6.295739321963118e-14,3.913603307093737e-22,0.0017649030675428218
12.115812917594655,0.6508708069203784,5.645911650490244e-14,3.6154245423703998e-22,0.0018448374581933676
12.538975501113585,0.6393907723824931,5.1117591331369466e-14,3.3705536220571392e-22,0.0019141952415290997
12.962138084632517,0.6156841505780534,4.455570504655356e-14,3.0235280568021335e-22,0.0020670944763018424
13.385300668151448,0.5920374205532536,3.880079195706696e-14,2.7092018849962014e-22,0.0022384624567012425
13.808463251670378,0.5872260021618696,3.6013557575442217e-14,2.585842133873065e-22,0.00227871119381242
14.231625835189309,0.5823388620865031,3.346844974580385e-14,2.469933848885446e-22,0.0023207172681766488
14.65478841870824,0.5784024071443403,3.124991431936462e-14,2.369419926657947e-22,0.002356207754098765
15.07795100222717,0.5754127641841824,2.931514475562792e-14,2.283196830501632e-22,0.002384741030890862
15.501113585746102,0.5727442764945928,2.7568010887971844e-14,2.204548989418386e-22,0.0024111804180657506
15.924276169265033,0.5700633525518227,2.5957127664171714e-14,2.132095827744952e-22,0.0024382577956069225
16.347438752783965,0.5676324336905877,2.4491667070167973e-14,2.0644695853877007e-22,0.0024637178104860787
16.770601336302896,0.5654602898641672,2.3157002255791635e-14,2.0031711562359667e-22,0.002487401175096134
17.193763919821826,0.5636814880572837,2.1950067591266525e-14,1.9482910432623993e-22,0.0025080328374860648
17.616926503340757,0.5615928258677744,2.0805337464395737e-14,1.8942467814301768e-22,0.0025318149584795694
18.040089086859687,0.5597668093538374,1.9758824269726086e-14,1.8456935277094844e-22,0.0025536488925041218
18.463251670378618,0.5579661831586753,1.878493052858475e-14,1.7991406706116047e-22,0.002575642713893278
18.88641425389755,0.5563778061909,1.7889314459363386e-14,1.756613199427223e-22,0.002596057148192726
19.30957683741648,0.5545676070738123,1.7038021018116464e-14,1.7163419199516707e-22,0.0026189213420364384
19.73273942093541,0.5528384936785166,1.6245839734678986e-14,1.67703836461763e-22,0.0026414306229128022
20.15590200445434,0.5514727261218287,1.5523626595490426e-14,1.6428442739229648e-22,0.002660849009456955
20.57906458797327,0.5497554853180597,1.4826318377604297e-14,1.6091923093955305e-22,0.0026840298416236155
21.002227171492205,0.5479181892334684,1.41648063234602e-14,1.5757267480441865e-22,0.002708820094349828
21.425389755011135,0.5462192673766796,1.3549441135343563e-14,1.545182559108348e-22,0.002732694718162199
21.848552338530066,0.5445257750836487,1.2970101942004792e-14,1.5165517761942121e-22,0.0027569576142774913
22.271714922048996,0.5425799490825344,1.2412312550946274e-14,1.4882021773235102e-22,0.0027842540726003874
22.69487750556793,0.5410444546357568,1.1904155071921645e-14,1.4635686568725555e-22,0.002807829572546907
23.11804008908686,0.5389041603466949,1.1398342176287172e-14,1.4352406682792657e-22,0.002838184880091222
23.54120267260579,0.5371661306597182,1.0936807792421127e-14,1.4118287568556695e-22,0.0028648735411669307
23.964365256124722,0.535175412311752,1.0490107118985314e-14,1.3897627553499268e-22,0.002894800634753722
24.387527839643653,0.5332387395021313,1.0069226336437086e-14,1.3669772577048845e-22,0.0029247387288669764
24.810690423162583,0.531074071327063,9.662077480754825e-15,1.345433526035757e-22,0.0029578092913480885
25.233853006681514,0.5293100112557114,9.290150207860982e-15,1.3263791177371277e-22,0.002987060612909147
25.657015590200444,0.5273324826620359,8.929781659946507e-15,1.3084482994090458e-22,0.003019330583731238
26.080178173719375,0.5242389529083821,8.551051931767224e-15,1.285244740469537e-22,0.003065237601785262
26.503340757238306,0.5221045254586137,8.222012435236198e-15,1.266855039374453e-22,0.0031009114772644433
26.926503340757236,0.5199036430025674,7.907109045776941e-15,1.2500608829510068e-22,0.0031381535150272516
27.349665924276167,0.5170931592754369,7.589596829862213e-15,1.2322375524753508e-22,0.0031836824323141525
27.7728285077951,0.5140389286350528,7.28075853060659e-15,1.2130649426438583e-22,0.0032333819446087944
28.19599109131403,0.5116735469398149,7.005880252844417e-15,1.1989032816069185e-22,0.003275555032970955
28.619153674832962,0.5088051883906646,6.730622882921379e-15,1.1819465256149512e-22,0.0033252466390858676
29.042316258351892,0.5059635046167756,6.4691024372422674e-15,1.166734304042533e-22,0.0033758457184109906
29.465478841870823,0.5027874623222006,6.211564721555363e-15,1.1515750352524506e-22,0.0034322804164044858
29.888641425389753,0.49952874860514085,5.964140453142298e-15,1.135354639938202e-22,0.003491404491797546
30.311804008908684,0.4964822723556247,5.733143366420763e-15,1.1215649444745933e-22,0.0035491522961323546
30.734966592427615,0.493185892369866,5.507116857274598e-15,1.108082670351621e-22,0.0036121132228644722
31.158129175946545,0.48975977886358135,5.2886151785083165e-15,1.0930751016129605e-22,0.0036788159381992954
31.58129175946548,0.4861681589117535,5.076594454616752e-15,1.0786567022372145e-22,0.0037500296870439415
