masses,Portal_Coupling
45.0,0.6140220906021908
46.00020136931132,0.5816789945185206
47.00040273862263,0.5481427470221696
48.00060410793395,0.5133714006668971
49.000805477245265,0.47716889471579693
50.001006846556585,0.43892664662008146
51.001208215867905,0.3969314093249263
52.00140958517922,0.34697164439543793
53.00161095449054,0.2787149851911954
54.00181232380185,0.15864868304492055
55.00201369311317,0.03929227685323942
56.00221506242448,0.018894201463232264
57.0024164317358,0.010771402486768908
58.00261780104712,0.006391214774590064
59.002819170358435,0.0038914016845785398
60.003020539669755,0.0023969943980660753
61.003221908981075,0.0014736473161874022
62.00342327829239,0.0008774757913742308
63.0036246476037,0.033042653284210896
64.00382601691503,0.07483381959659079
65.00402738622634,0.1102420774993125
66.00422875553765,0.1418217125721763
67.00443012484897,0.1699925282189235
68.0046314941603,0.1947377430334889
69.0048328634716,0.21588798644140603
70.00503423278292,0.23327763827631004
71.00523560209425,0.24657392194718575
72.00543697140556,0.2555503452500306
73.00563834071687,0.2597479926266592
74.0058397100282,0.2584616871826314
75.00604107933951,0.2511788972294299
76.00624244865082,0.23714982548026262
77.00644381796215,0.2164047369669151
78.00664518727346,0.1910248853914385
79.00684655658478,0.16704541171643278
80.0070479258961,0.1466105502750872
81.0072492952074,0.13067732996895634
82.00745066451873,0.12250067527172823
83.00765203383006,0.11918593500543144
84.00785340314135,0.11772528258755699
85.00805477245268,0.11727663445496372
86.008256141764,0.11742216494997923
87.0084575110753,0.11772668170150913
88.00865888038663,0.117996029660046
89.00886024969795,0.11792841974130525
90.00906161900926,0.11726680013003657
91.00926298832059,0.11637893871695167
92.0094643576319,0.11599135325584294
93.00966572694321,0.11616452947406411
94.00986709625454,0.11663989542420712
95.01006846556585,0.117333553295987
96.01026983487716,0.11822804467016872
97.01047120418849,0.11932403143003598
98.01067257349979,0.12058524429638158
99.01087394281112,0.12189963144089516
100.01107531212244,0.12319687261730718
101.01127668143374,0.12450008506540129
102.01147805074507,0.12582820972133318
103.01167942005638,0.12718357731430557
104.0118807893677,0.1285660350767919
105.01208215867902,0.1299730539136099
106.01228352799033,0.13139949587742297
107.01248489730165,0.13283693327120683
108.01268626661297,0.1342842447490614
109.01288763592429,0.1357353154412207
110.0130890052356,0.1371895934335365
111.01329037454693,0.13864524607508033
112.01349174385824,0.14009540952966423
113.01369311316955,0.14153276427348718
114.01389448248086,0.14295321485577936
115.01409585179219,0.14435422775653667
116.0142972211035,0.14573486391198937
117.01449859041482,0.14710023761523267
118.01469995972614,0.1484519929899717
119.01490132903746,0.14978896596305621
120.01510269834877,0.15109414349802522
121.0153040676601,0.15233799548618526
122.01550543697141,0.1534840886522604
123.01570680628272,0.15446324385250446
124.01590817559403,0.15515851956016385
125.01610954490536,0.15537576841953665
126.01631091421667,0.1556437378089366
127.01651228352799,0.15618413685082982
128.01671365283931,0.15682652785859427
129.0169150221506,0.1575334013769297
130.01711639146194,0.15828922120169622
131.01731776077327,0.15907947467674433
132.01751913008457,0.15989289977281831
133.0177204993959,0.1607236125305338
134.01792186870722,0.1615653410265912
135.01812323801852,0.16241826064241124
136.01832460732984,0.16327912659322988
137.01852597664117,0.16415263181530879
138.01872734595247,0.16504233398138093
139.0189287152638,0.16594593235443908
140.01913008457512,0.16686606696672449
141.01933145388642,0.1677992178314613
142.01953282319775,0.16874280395858654
143.01973419250908,0.16970045041770884
144.01993556182038,0.17067537682172185
145.0201369311317,0.17166564721917152
146.02033830044303,0.17267317294623602
147.02053966975433,0.1737052924496455
148.02074103906565,0.17476655363451868
149.02094240837698,0.17587659983178286
150.02114377768828,0.17701848959963587
151.02134514699958,0.17800998375598415
152.02154651631093,0.17900511399234265
153.02174788562223,0.18000505306617384
154.02194925493353,0.1810097711753886
155.0221506242449,0.18201674352851996
156.02235199355619,0.1830262807624755
157.02255336286748,0.18404040905785693
158.02275473217884,0.1850587237807691
159.02295610149014,0.18607815260585903
160.02315747080144,0.1870985579314706
161.02335884011276,0.18812426171281996
162.0235602094241,0.18914704758706263
163.0237615787354,0.19017182231737711
164.02396294804672,0.19119419782202424
165.02416431735804,0.1922140345778093
166.02436568666934,0.1932295898642308
167.02456705598067,0.1942368334668543
168.024768425292,0.19522789562477055
169.0249697946033,0.1962004743654425
170.02517116391462,0.19714369825691855
171.02537253322595,0.19804328375853075
172.02557390253725,0.19887560412705083
173.02577527184857,0.19961859611030536
174.0259766411599,0.20029909312144567
175.0261780104712,0.20094242625910683
176.02637937978253,0.20156308384238625
177.02658074909385,0.2021659175010792
178.02678211840515,0.2027584822171799
179.02698348771648,0.20334320686501134
180.0271848570278,0.2039273301923344
181.0273862263391,0.20451054642079913
182.02758759565043,0.20509235289133393
183.02778896496173,0.20568087393598977
184.02799033427306,0.2062715252104283
185.02819170358438,0.2068694397730347
186.02839307289568,0.20747349625408393
187.028594442207,0.2080883638311631
188.02879581151834,0.20871045790443238
189.02899718082963,0.20934097609662106
190.02919855014096,0.2099781645974344
191.0293999194523,0.21062571528135274
192.0296012887636,0.2112831299743351
193.0298026580749,0.21194971728670306
194.03000402738624,0.21262570621701798
195.03020539669754,0.21331078282459712
196.03040676600887,0.21400721944854495
197.0306081353202,0.2147102223891914
198.0308095046315,0.2154227423259717
199.03101087394282,0.2161481708592552
200.03121224325415,0.2168784680696968
201.03141361256544,0.2176217441136548
202.03161498187677,0.21837218519658075
203.03181635118807,0.21913082204969297
204.0320177204994,0.2198969273668054
205.03221908981072,0.22067515073607072
206.03242045912202,0.22145798025226723
207.03262182843335,0.2222486654801886
208.03282319774468,0.22305051906519313
209.03302456705597,0.22385745945918234
210.0332259363673,0.2246747259973641
211.03342730567863,0.225496442021866
212.03362867498993,0.2263293302141317
213.03383004430125,0.22716515824083694
214.03403141361258,0.22800975410110208
215.03423278292388,0.2288612727058931
216.0344341522352,0.22972011164734835
217.03463552154653,0.23058213264487856
218.03483689085783,0.23145279898031318
219.03503826016916,0.2323320228529839
220.03523962948046,0.23321418075010586
221.03544099879178,0.23410291510126996
222.0356423681031,0.23499612506635856
223.0358437374144,0.23589511068452365
224.03604510672574,0.23680343209343935
225.03624647603706,0.2377131919001294
226.03644784534836,0.23863014069138824
227.0366492146597,0.239549881285203
228.03685058397102,0.24047625202307576
229.03705195328232,0.24140740204837052
230.03725332259364,0.24234363300582737
231.03745469190497,0.24328352871696182
232.03765606121627,0.24422712088901027
233.0378574305276,0.2451771983534616
234.03805879983892,0.24613047563145227
235.03826016915022,0.2470883139742049
236.03846153846155,0.2480508292577415
237.03866290777285,0.2490158814783187
238.03886427708417,0.24998509465697866
239.0390656463955,0.2509566892846003
240.0392670157068,0.2519350956877692
241.03946838501813,0.25291574409859524
242.03966975432945,0.2539002687457347
243.03987112364075,0.25488642167241604
244.04007249295208,0.25587897136741555
245.0402738622634,0.2568721979375873
246.0404752315747,0.2578704784125714
247.04067660088603,0.25887100450073836
248.04087797019736,0.2598737503417181
249.04107933950866,0.2608799389607233
250.04128070881998,0.2618923075457179
251.0414820781313,0.2629057349080286
252.0416834474426,0.2639200576314467
253.04188481675394,0.2649376739729081
254.04208618606526,0.26595984050310995
255.04228755537656,0.2669836149380462
256.04248892468786,0.2680065835185811
257.04269029399916,0.26903816074659154
258.0428916633105,0.2700681428151138
259.04309303262187,0.2710985339178375
260.04329440193317,0.2721359470547753
261.04349577124447,0.2731727602708014
262.04369714055576,0.274214134106173
263.04389850986706,0.27525343930358454
264.0440998791784,0.27629893289866947
